ID,Ball
20406,{22869}
7730,"{5506, 5507, 5668, 5210, 4967, 5322, 5291, 5450, 5393, 5298, 5299, 5681, 5654, 5018, 4890}"
22883,"{18306, 18307, 18180, 18182, 18312, 18704, 18578, 18679, 18460, 18464, 18338, 18469, 18597, 18727, 18600, 18219, 18351, 18737, 18610, 18228, 18101, 18740, 18107, 18762, 18255, 18524, 18657, 18541, 18286, 18290, 18291, 18421, 18678, 18551, 18175}"
20338,"{18177, 18186, 18571, 18189, 18190, 18200, 18341, 18216, 18218, 18731, 18221, 18226, 18358, 18617, 18750, 18372, 18758, 18759, 18121, 18258, 18515, 18137, 18399, 18783, 18665, 18666, 18673, 18547, 18164, 18422, 18684}"
8549,"{5127, 5257, 4879, 5657, 5275, 5276, 5277, 5278, 4893, 4894, 5561, 5565, 5573, 4941, 5721, 5211, 4963, 4969, 5615}"
19682,"{18176, 18179, 18181, 18310, 18184, 18185, 18703, 18450, 18451, 18332, 18205, 18462, 18719, 18466, 18467, 18722, 18217, 18349, 18098, 18741, 18232, 18104, 18233, 18106, 18235, 18237, 18234, 18761, 18379, 18764, 18770, 18519, 18271, 18656, 18659, 18660, 18277, 18799, 18801}"
20465,"{18144, 18304, 18723, 18298, 18158, 18478, 18162, 18292, 18324, 18486, 18677, 18328, 18709, 18138, 18267, 18142, 18143}"
19844,"{18561, 18308, 18313, 18317, 18195, 18196, 18327, 18583, 18584, 18206, 18336, 18337, 18350, 18223, 18224, 18352, 18229, 18357, 18742, 18108, 18751, 18497, 18626, 18250, 18384, 18268, 18151, 18288, 18546, 18297, 18683}"
5797,"{4771, 4552, 3978, 3979, 3980, 4554, 4652, 4848, 4849, 4851, 4182, 4282, 4731, 4732}"
29604,"{27616, 27521, 27170, 27586, 27590, 27336, 27368, 27337, 27371, 27560, 27185, 27444, 27541, 27572, 27451, 27615}"
20051,"{18178, 18441, 18699, 18706, 18707, 18353, 18481, 18482, 18621, 18496, 18246, 18122, 18123, 18643, 18260, 18261, 18270, 18790, 18416, 18293, 18294, 18426}"
22834,"{18688, 18566, 18318, 18191, 18319, 18457, 18329, 18334, 18725, 18471, 18099, 18227, 18230, 18361, 18769, 18265, 18395, 18782, 18273, 18146, 18148, 18149}"
29613,"{27397, 27271, 27274, 27311, 27323, 27324, 27325, 27070, 27582, 27595, 27596, 27214, 27471, 27484, 27100, 27101, 27618, 27113, 27244, 27501, 27381, 27383, 27514, 27388, 27517, 27391}"
11773,{13541}
22576,"{18432, 18433, 18560, 18435, 18314, 18315, 18202, 18480, 18624, 18241, 18625, 18500, 18501, 18126, 18639, 18129, 18130, 18139, 18140, 18671, 18544, 18170, 18171, 18172, 18431}"
29647,"{29512, 29540, 29558, 29559}"
3298,"{5254, 5003, 4881, 4883, 4885, 5655, 5016, 5407, 5157, 5158, 5423, 5553, 5057, 5708, 5070, 5714, 5601, 5350, 5479, 5352, 5613, 4974, 5117, 5247}"
19784,"{18447, 18320, 18577, 18322, 18323, 18452, 18710, 18456, 18335, 18346, 18736, 18105, 18746, 18491, 18619, 18620, 18494, 18628, 18245, 18629, 18630, 18124, 18636, 18256, 18393, 18398, 18788, 18534, 18795, 18417, 18418, 18419, 18428, 18429, 18430}"
19755,"{18562, 18436, 18437, 18694, 18440, 18696, 18187, 18193, 18198, 18199, 18326, 18585, 18207, 18208, 18592, 18595, 18599, 18730, 18739, 18100, 18487, 18489, 18748, 18749, 18110, 18495, 18240, 18756, 18374, 18119, 18375, 18631, 18632, 18763, 18125, 18132, 18517, 18518, 18776, 18266, 18779, 18141, 18274, 18275, 18403, 18793, 18285, 18165, 18425, 18687}"
8798,"{5729, 5251, 5731, 5222, 5672, 4939, 5713, 4882, 5203, 5301, 5047, 5434, 5084, 5309, 5727}"
8081,"{4417, 4455, 4553, 4812, 4525, 4653, 4847, 4369, 4370, 4402, 4435, 3893, 4853, 4854, 4826, 4475, 3996, 3935}"
29575,"{29575, 29569, 29577, 29495}"
7457,"{3093, 3478, 3479, 3480, 3098, 3484, 3875, 3876, 3765, 3256, 3257, 2874, 3774, 3775, 3776, 3650, 3015, 3785, 3556, 3817, 3827, 3703, 3324, 3838}"
22600,"{18568, 18443, 18700, 18330, 18331, 18203, 18344, 18345, 18474, 18479, 18614, 18615, 18362, 18363, 18364, 18622, 18371, 18504, 18505, 18386, 18134, 18523, 18785, 18533, 18278, 18154, 18670, 18424, 18556}"
9309,"{5508, 5516, 5133, 5667, 4901, 5033, 4906, 5424, 5559, 4921, 5311, 5695, 4930, 5197, 5325, 5585, 5330, 5353, 5105, 4979, 5491, 5625, 5244}"
11752,"{13571, 13545, 13553, 13555, 13556}"
29605,"{32105, 32106}"
556,"{128, 129, 130, 145, 150, 24, 156, 29, 31, 160, 33, 161, 171, 44, 172, 177, 178, 52, 182, 185, 61, 189, 63, 190, 65, 192, 71, 72, 201, 76, 207, 80, 208, 84, 86, 93, 95, 96, 103, 110}"
