ID,azure,aqua,orange,beige,green,antiquewhite,bisque,blue,pink,blanchedalmond,black
3633,0,0,0.02632,0,0.17105,1,0,0.19737,0.21053,0,0
21859,0,0,0.01149,0,0.11494,1,0,0.24138,0.05747,0,0
21341,0,0,0.02174,0,0.13043,1,0,0.23913,0.06522,0,0
14157,0,0.12963,0.01852,0.05556,0.11111,1,0.05556,0.16667,0.14815,0.05556,0
20527,0,0,0,0,0.09375,1,0,0.23438,0.07812,0,0
22838,0,0,0,0,0.08163,1,0,0.22449,0.04082,0,0
8063,0,0,0,0,0.22388,1,0,0.14925,0.16418,0,0
21444,0,0,0,0,0.20588,1,0,0.44118,0,0,0
22548,0,0,0,0,0.08511,1,0,0.14894,0,0,0
22060,0,0,0,0,0.18,1,0,0.44,0.12,0,0
19675,0,0,0,0,0.17647,1,0,0.52941,0.05882,0,0
14314,0,0.12766,0.02128,0.06383,0.12766,1,0.10638,0.23404,0.21277,0,0
19683,0,0,0,0,0.16216,1,0,0.45946,0.08108,0,0
31796,0,0.03448,0,0.05172,0.10345,1,0,0.18966,0.12069,0.01724,0
9220,0,0,0.04082,0,0.14286,1,0,0.20408,0.18367,0.02041,0
21639,0,0,0,0,0.15686,1,0,0.35294,0,0,0
9424,0,0,0,0,0.17391,1,0,0.15217,0.15217,0,0
20100,0,0,0,0,0.08511,1,0,0.14894,0,0,0
30037,0,0.02128,0.04255,0.04255,0.12766,1,0,0.10638,0.10638,0,0
28654,0,0.02703,0.02703,0.05405,0.13514,1,0,0.16216,0.32432,0.02703,0
29099,0,0.01852,0,0.01852,0.07407,1,0,0.14815,0.12963,0,0
28125,0.02041,0.02041,0.04082,0.02041,0.08163,1,0,0.18367,0.20408,0.02041,0
19933,0,0,0,0,0.06818,1,0,0.20455,0,0,0
6552,0,0,0,0,0.26087,1,0,0.26087,0.32609,0,0
14085,0,0.09375,0.03125,0.0625,0.1875,1,0.1875,0.15625,0.125,0,0
21386,0,0,0,0,0.06579,1,0,0.25,0,0,0
