ID,Ball
6698,"{5506, 5507, 5210, 5035, 5291, 5393, 5298, 5654, 4890, 5018}"
18814,"{18720, 18658, 18468, 18662, 18347, 18160, 18356, 18580, 18581, 18103, 18582, 18711, 18718, 18463}"
22870,{22870}
18826,"{18306, 18307, 18180, 18182, 18312, 18704, 18578, 18679, 18460, 18469, 18597, 18600, 18219, 18351, 18737, 18740, 18101, 18107, 18372, 18762, 18255, 18524, 18657, 18541, 18286, 18673, 18290, 18291, 18421, 18678, 18551, 18175}"
18804,"{18177, 18617, 18341, 18758, 18759, 18216, 18665, 18186, 18571, 18666, 18190, 18226, 18515, 18137, 18750}"
18866,"{18121, 18218, 18731, 18189, 18221, 18258, 18547, 18164, 18358, 18200, 18684, 18399}"
11844,{13541}
5278,"{4963, 5573, 5127, 4969, 5257, 5275, 4941, 5278, 4879, 5615, 5721, 5277, 5657, 5211, 5276, 4893, 4894, 5565}"
11785,{13572}
18957,"{18310, 18184, 18450, 18451, 18205, 18462, 18721, 18466, 18467, 18722, 18349, 18741, 18104, 18233, 18106, 18235, 18237, 18764, 18271, 18659, 18660, 18799, 18801}"
2931,{8832}
18908,"{18688, 18273, 18471, 18318, 18191, 18319, 18769, 18230, 18265, 18329, 18782}"
29604,"{27616, 27170, 27586, 27368, 27560, 27371, 27185, 27444, 27541, 27615}"
18824,"{18336, 18337, 18497, 18308, 18250, 18317, 18352, 18546, 18195, 18229, 18422, 18583, 18584, 18683, 18108, 18206}"
18835,"{18790, 18122, 18123, 18699, 18481, 18706, 18707, 18260, 18261, 18621, 18270}"
18324,"{18304, 18561, 18313, 18324, 18709, 18328, 18723, 18478, 18486, 18138, 18267, 18139, 18140, 18142, 18143, 18144, 18158, 18544, 18162, 18292, 18677, 18298}"
29613,"{27324, 27388, 27113, 27274, 27595, 27517, 27214, 27311, 27381, 27383, 27514, 27323, 27100, 27325}"
18836,"{18432, 18433, 18560, 18435, 18314, 18315, 18327, 18202, 18480, 18624, 18241, 18625, 18500, 18501, 18126, 18639, 18129, 18130, 18671, 18170, 18171, 18172, 18431}"
