ID,azure,aqua,orange,beige,green,antiquewhite,bisque,blue,pink,blanchedalmond,black
9508,0,0,2,0,13,72,0,15,15,0,0
21674,0,0,1,0,13,102,0,28,5,0,0
20561,0,0,1,0,6,63,0,14,6,0,0
22462,0,0,0,0,9,67,0,22,4,0,0
19781,0,0,0,0,5,31,0,14,0,0,0
22549,0,0,0,0,5,41,0,11,2,0,0
13680,0,5,1,3,6,55,3,9,7,3,0
9225,0,0,0,0,15,68,0,10,11,0,0
13292,0,6,2,4,7,54,6,12,12,0,0
20539,0,0,0,0,4,37,0,15,2,0,0
9220,0,0,2,0,4,42,0,6,8,1,0
22578,0,0,0,0,3,56,0,8,0,0,0
30044,0,1,0,4,9,67,0,12,7,1,0
21552,0,0,0,0,7,38,0,12,0,0,0
21670,0,0,0,0,3,37,0,6,0,0,0
19726,0,0,0,0,5,93,0,19,0,0,0
29375,0,2,0,3,7,62,0,16,15,0,0
19692,0,0,0,0,5,50,0,13,0,0,0
7364,0,0,0,0,7,39,0,6,6,0,0
30798,0,2,2,2,7,52,0,8,7,0,0
30355,1,1,2,1,6,60,0,9,8,1,0
19639,0,0,0,0,6,35,0,16,1,0,0
22845,0,0,0,0,3,47,0,11,0,0,0
31175,0,1,0,3,5,63,0,10,7,0,0
8694,0,0,0,0,11,34,0,14,16,0,0
5704,0,0,0,0,9,40,0,15,12,0,0
19980,0,0,0,0,4,23,0,18,0,0,0
14335,0,2,1,4,5,34,3,2,5,0,0
6058,0,0,0,0,8,58,0,6,11,1,0
9586,0,0,0,0,7,56,0,8,4,0,0
9574,0,0,0,0,13,48,0,13,18,0,0
22772,0,0,0,0,10,69,0,14,3,0,0
14291,0,5,5,4,9,44,6,7,6,2,0
21483,0,0,0,0,4,52,0,20,0,0,0
8397,0,0,0,0,6,16,0,9,7,0,0
6858,0,0,0,0,13,38,0,11,12,0,0
31791,0,3,1,7,14,90,0,17,23,2,0
22598,0,0,0,0,3,61,0,14,1,0,0
14444,0,2,0,4,9,45,4,8,11,0,0
29757,0,1,0,4,4,54,0,9,7,0,0
16047,0,2,1,2,6,23,5,6,7,1,0
13067,0,7,1,5,12,59,10,10,11,0,0
1190,1,41,0,11,0,97,0,0,20,0,0
31214,2,0,0,0,5,40,0,8,7,0,0
6878,0,0,0,0,7,35,0,8,7,0,0
13001,0,1,0,4,7,41,4,9,12,0,0
7563,0,0,0,0,5,48,0,3,5,0,0
12851,0,3,1,3,6,34,2,7,8,1,0
6295,0,0,0,0,8,49,0,11,10,0,0
20711,0,0,0,0,3,17,0,4,0,0,0
19834,0,0,0,0,2,30,0,13,0,0,0
12925,0,5,1,2,9,45,7,9,9,1,0
9446,0,0,0,0,9,50,0,13,9,0,0
7502,0,0,0,0,8,54,0,14,14,1,0
20890,0,0,0,0,6,58,0,14,2,0,0
