ID,azure,aqua,orange,beige,green,antiquewhite,bisque,blue,pink,blanchedalmond,black
18580,0,0,0.01504,0,0.13534,1,0,0.28571,0.06767,0,0
7730,0,0,0.025,0,0.1875,1,0,0.25,0.2375,0,0
18182,0,0,0,0,0.11811,1,0,0.30709,0.08661,0,0
18177,0,0,0,0,0.13953,1,0,0.32558,0.02326,0,0
8549,0,0,0,0,0.24,1,0,0.13333,0.13333,0,0
19682,0,0,0,0,0.17808,1,0,0.46575,0.06849,0,0
18324,0,0,0,0,0.05952,1,0,0.16667,0,0,0
19844,0,0,0,0,0.15789,1,0,0.33333,0,0,0
8832,0,0,0.0303,0,0.19697,1,0,0.30303,0.25758,0.01515,0
29496,0,0.02632,0,0.07895,0.18421,1,0,0.23684,0.17105,0.01316,0
20051,0,0,0,0,0.07792,1,0,0.22078,0,0,0
22834,0,0,0,0,0.06,1,0,0.18,0,0,0
31709,0.00714,0.02857,0.01429,0.04286,0.11429,1,0,0.22143,0.18571,0.00714,0
14475,0,0.14545,0.01818,0.01818,0.14545,1,0.09091,0.2,0.18182,0.05455,0
22576,0,0,0,0,0.08475,1,0,0.27119,0,0,0
30302,0,0.01389,0.02778,0.05556,0.13889,1,0,0.19444,0.125,0,0
3298,0,0,0,0,0.30769,1,0,0.28846,0.36538,0,0
19784,0,0,0,0,0.05333,1,0,0.37333,0,0,0
21311,0,0,0,0,0.11429,1,0,0.6,0.02857,0,0
5251,0,0,0,0,0.24528,1,0,0.32075,0.28302,0,0
5728,0,0,0,0,0.14815,1,0,0.25926,0.25926,0,0
30998,0,0.00641,0.00641,0.02564,0.07692,1,0,0.16026,0.19231,0,0
7457,0,0,0,0,0.17857,1,0,0.16071,0.16964,0.00893,0
18986,0,0,0,0,0.13043,1,0,0.25,0.03261,0,0
4901,0,0,0,0,0.15455,1,0,0.19091,0.13636,0,0
13267,0,0.16981,0.09434,0.09434,0.24528,1,0.16981,0.18868,0.16981,0.03774,0
32727,0,0.02439,0.01626,0.06504,0.13008,1,0,0.18699,0.22764,0.01626,0
1484,0.01786,0.35119,0,0.08333,0,1,0,0,0.19048,0,0
32742,0,0.0137,0,0.05479,0.12329,1,0,0.20548,0.20548,0,0
12277,0,0.15238,0.00952,0.08571,0.22857,1,0.20952,0.22857,0.24762,0.00952,0
5590,0,0,0,0,0.21053,1,0,0.29825,0.19298,0,0
15951,0,0.1129,0.04839,0.09677,0.35484,1,0.45161,0.17742,0.45161,0.01613,0
31595,0.02083,0.02083,0.01042,0.02083,0.125,1,0,0.22917,0.21875,0,0
5030,0,0,0,0,0.30137,1,0,0.23288,0.32877,0,0
4918,0,0,0,0,0.2381,1,0,0.29762,0.33333,0,0
13096,0,0.06122,0,0.14286,0.22449,1,0.08163,0.20408,0.22449,0,0
14316,0,0.13333,0.02222,0.13333,0.2,1,0.06667,0.17778,0.24444,0.02222,0
13038,0,0.05556,0.01852,0.12963,0.22222,1,0.12963,0.12963,0.25926,0.01852,0
22039,0,0,0,0,0.05263,1,0,0.15789,0,0,0
12382,0,0.04762,0,0.07937,0.22222,1,0.1746,0.20635,0.25397,0.01587,0
13844,0,0.12698,0.01587,0.09524,0.20635,1,0.19048,0.1746,0.19048,0.01587,0
32235,0,0.01316,0.03947,0.05263,0.13158,1,0,0.19737,0.14474,0.01316,0
13280,0,0.08333,0.03333,0.08333,0.13333,1,0.06667,0.2,0.18333,0,0
18881,0,0,0,0,0.12195,1,0,0.46341,0.14634,0,0
24613,0,0.03,0.04,0.38,0.42,1,0.18,0,0.55,0.24,0
1993,0,0.13855,0.14458,0,0.06627,1,0,0,0,0,0.11446
27917,0,0,0,0,0.01282,1,0,0.01282,0.08333,0,0
21731,0,0,0,0,0.12598,1,0,0.26772,0.01575,0,0
27865,0,0,0,0,0.04615,1,0,0.05385,0.06154,0,0
12526,0,0.04478,0,0.13433,0.23881,1,0.10448,0.25373,0.31343,0,0
