ID,azure,aqua,orange,beige,green,antiquewhite,bisque,blue,pink,blanchedalmond,black
4018,0,0,0.02632,0,0.17105,1,0,0.21053,0.22368,0,0
21674,0,0,0.00926,0,0.12963,1,0,0.26852,0.0463,0,0
20561,0,0,0.01389,0,0.09722,1,0,0.22222,0.08333,0,0
22462,0,0,0,0,0.14458,1,0,0.36145,0.10843,0,0
19781,0,0,0,0,0.17949,1,0,0.41026,0,0,0
22549,0,0,0,0,0.10938,1,0,0.25,0.03125,0,0
14445,0,0.12281,0.01754,0.05263,0.12281,1,0.05263,0.15789,0.14035,0.05263,0
9225,0,0,0,0,0.25714,1,0,0.17143,0.17143,0,0
13292,0,0.12903,0.03226,0.08065,0.17742,1,0.09677,0.24194,0.24194,0,0
20539,0,0,0,0,0.13725,1,0,0.43137,0.07843,0,0
9220,0,0,0.04167,0,0.125,1,0,0.16667,0.16667,0.02083,0
22578,0,0,0,0,0.06349,1,0,0.15873,0,0,0
30044,0,0.01449,0,0.07246,0.15942,1,0,0.18841,0.13043,0.01449,0
21552,0,0,0,0,0.16327,1,0,0.30612,0,0,0
21670,0,0,0,0,0.07843,1,0,0.19608,0,0,0
19726,0,0,0,0,0.05941,1,0,0.20792,0,0,0
29375,0,0.04225,0,0.04225,0.12676,1,0,0.26761,0.23944,0,0
19692,0,0,0,0,0.07143,1,0,0.25,0,0,0
7364,0,0,0,0,0.21277,1,0,0.19149,0.14894,0,0
30798,0,0.02985,0.02985,0.0597,0.1791,1,0,0.1791,0.14925,0,0
30355,0.01471,0.02941,0.02941,0.02941,0.11765,1,0,0.16176,0.14706,0.01471,0
19639,0,0,0,0,0.25,1,0,0.52273,0.02273,0,0
22845,0,0,0,0,0.06897,1,0,0.27586,0,0,0
31175,0,0.01471,0,0.04412,0.10294,1,0,0.16176,0.11765,0,0
8694,0,0,0,0,0.31579,1,0,0.42105,0.44737,0,0
9546,0,0,0,0,0.17742,1,0,0.29032,0.24194,0,0
19980,0,0,0,0,0.11538,1,0,0.57692,0.01923,0,0
14335,0,0.05714,0.02857,0.11429,0.2,1,0.08571,0.05714,0.17143,0,0
6058,0,0,0,0,0.17442,1,0,0.15116,0.19767,0.01163,0
9586,0,0,0,0,0.14706,1,0,0.16176,0.11765,0,0
9574,0,0,0,0,0.30645,1,0,0.24194,0.33871,0,0
22772,0,0,0,0,0.12791,1,0,0.2093,0.04651,0,0
14291,0,0.16,0.1,0.08,0.2,1,0.18,0.16,0.14,0.04,0
21483,0,0,0,0,0.09859,1,0,0.39437,0,0,0
8397,0,0,0,0,0.45,1,0,0.7,0.6,0,0
6858,0,0,0,0,0.4,1,0,0.3,0.28,0,0
31791,0,0.03191,0.01064,0.07447,0.12766,1,0,0.15957,0.23404,0.02128,0
22598,0,0,0,0,0.06329,1,0,0.22785,0.02532,0,0
14444,0,0.05556,0,0.12963,0.27778,1,0.09259,0.27778,0.25926,0,0
29757,0,0.01538,0,0.06154,0.09231,1,0,0.16923,0.12308,0,0
16047,0,0.07692,0.03846,0.11538,0.26923,1,0.26923,0.26923,0.34615,0.03846,0
13067,0,0.13115,0.01639,0.09836,0.21311,1,0.21311,0.18033,0.19672,0.01639,0
1190,0.00909,0.39091,0,0.10909,0,1,0,0,0.19091,0,0
31214,0.03509,0,0,0.01754,0.10526,1,0,0.21053,0.19298,0,0
6878,0,0,0,0,0.21053,1,0,0.23684,0.21053,0,0
13001,0,0.04444,0,0.15556,0.22222,1,0.11111,0.24444,0.31111,0,0
7563,0,0,0,0,0.12903,1,0,0.09677,0.12903,0,0
12851,0,0.13514,0.02703,0.13514,0.18919,1,0.05405,0.21622,0.27027,0.02703,0
6295,0,0,0,0,0.22951,1,0,0.31148,0.21311,0,0
20711,0,0,0,0,0.15,1,0,0.525,0,0,0
19834,0,0,0,0,0.08824,1,0,0.41176,0,0,0
12925,0,0.11765,0.01961,0.05882,0.19608,1,0.17647,0.21569,0.21569,0.01961,0
9446,0,0,0,0,0.19643,1,0,0.26786,0.21429,0,0
7502,0,0,0,0,0.2,1,0,0.27692,0.27692,0.01538,0
20890,0,0,0,0,0.13889,1,0,0.23611,0.02778,0,0
30873,0,0,0.04615,0.07692,0.13846,1,0,0.21538,0.12308,0,0
7012,0,0,0,0,0.2,1,0,0.24,0.16,0,0
15946,0,0.16667,0.11111,0.16667,0.55556,1,0.77778,0.22222,0.83333,0,0
7966,0,0,0,0,0.21277,1,0,0.3617,0.2766,0,0
29773,0,0.03846,0.01923,0.05769,0.17308,1,0,0.38462,0.23077,0,0
28482,0,0,0,0,0.01613,1,0,0.00806,0.09677,0,0
25512,0,0.025,0,0.14167,0.11667,1,0.10833,0,0.14167,0.13333,0
9093,0,0,0,0,0.35714,1,0,0.34286,0.37143,0,0
20712,0,0,0,0,0.05208,1,0,0.16667,0,0,0
7032,0,0,0,0,0.20635,1,0,0.26984,0.26984,0,0
7454,0,0,0,0,0.20513,1,0,0.25641,0.21795,0,0
