ID,azure,aqua,orange,beige,green,antiquewhite,bisque,blue,pink,blanchedalmond,black
9325,0,0,0,0,11,65,0,15,15,0,0
21859,0,0,0,0,1,39,0,4,3,0,0
21341,0,0,0,0,3,28,0,11,2,0,0
14157,0,5,1,1,5,48,3,7,6,1,0
20527,0,0,0,0,6,66,0,16,5,0,0
22838,0,0,0,0,4,47,0,11,2,0,0
8063,0,0,0,0,16,69,0,10,11,0,0
21444,0,0,0,0,7,34,0,15,0,0,0
22548,0,0,0,0,4,59,0,9,0,0,0
21328,0,0,0,0,9,45,0,19,6,0,0
21326,0,0,0,0,8,42,0,22,2,0,0
11785,0,4,0,2,3,40,3,6,7,0,0
21269,0,0,0,0,6,39,0,17,3,0,0
29604,0,1,0,1,2,25,0,5,2,0,0
9220,0,0,0,0,4,27,0,5,5,1,0
21639,0,0,0,0,8,43,0,15,0,0,0
3870,0,0,0,0,10,47,0,8,9,0,0
20100,0,0,0,0,4,46,0,7,0,0,0
30817,0,1,1,2,1,18,0,3,1,0,0
30814,0,1,1,2,2,16,0,2,6,0,0
29575,0,1,0,1,3,59,0,7,9,0,0
30824,0,0,2,1,3,29,0,3,4,1,0
18845,0,0,0,0,6,93,0,19,0,0,0
5385,0,0,0,0,12,46,0,12,14,0,0
13548,0,2,1,2,5,32,4,4,5,0,0
18805,0,0,0,0,6,90,0,22,0,0,0
13549,0,2,1,2,6,30,2,1,4,0,0
29613,0,2,0,2,3,49,0,9,10,0,0
5424,0,0,0,0,8,42,0,10,8,0,0
18930,0,0,0,0,9,45,0,19,1,0,0
8852,0,0,0,0,10,54,0,13,13,1,0
18942,0,0,0,0,4,41,0,13,0,0,0
15370,0,2,1,2,8,28,7,7,10,1,0
8844,0,0,0,0,6,57,0,6,10,1,0
11992,0,1,0,3,6,34,3,6,8,0,0
5407,0,0,0,0,12,27,0,15,15,0,0
18877,0,0,0,0,2,56,0,18,0,0,0
31601,1,0,0,1,1,17,0,5,5,0,0
18982,0,0,0,0,11,78,0,14,4,0,0
19027,0,0,0,0,4,39,0,24,1,0,0
5494,0,0,0,0,6,55,0,7,7,0,0
18844,0,0,0,0,2,42,0,9,0,0,0
5704,0,0,0,0,10,61,0,16,15,0,0
5667,0,0,0,0,7,58,0,10,6,0,0
4881,0,0,0,0,15,48,0,12,14,0,0
5305,0,0,0,0,9,20,0,13,12,0,0
11230,0,2,0,4,8,41,3,7,6,0,0
18856,0,0,0,0,5,48,0,23,0,0,0
8840,0,0,0,0,9,33,0,11,10,1,0
11611,0,5,3,2,7,38,6,7,6,1,0
27645,0,1,0,2,6,46,0,7,7,0,0
19083,0,0,0,0,5,47,0,20,7,0,0
11556,0,5,0,4,6,35,7,8,8,0,0
8851,0,0,0,0,9,48,0,11,13,1,0
13562,0,2,1,1,5,32,4,4,4,1,0
18812,0,0,0,0,4,26,0,9,0,0,0
5503,0,0,0,0,11,57,0,15,12,0,0
