ID,Ball
18580,"{19973, 19974, 20005, 22567, 20020, 22580, 20022, 20028, 20029, 20543, 20562, 21594, 20059, 19555, 20069, 20587, 20079, 20602, 20106, 20107, 22666, 19597, 22669, 22670, 20116, 21674, 22701, 19633, 21700, 22726, 22730, 19660, 19661, 22734, 19663, 19664, 19665, 19666, 19667, 20692, 19668, 19669, 19670, 19671, 19672, 19673, 19674, 19675, 19676, 22749, 22766, 22777, 22790, 22791, 22794, 22796, 22847, 22848, 21826, 22867, 22868, 21848, 20314, 20315, 21341, 20318, 21342, 21343, 22881, 22882, 21859, 22885, 22886, 22888, 22889, 22892, 22897, 22898, 22900, 21366, 22903, 21880, 22905, 21884, 21885, 22908, 22909, 22911, 22401, 22912, 22913, 22916, 22918, 22408, 22410, 22411, 19852, 22924, 22925, 22932, 22934, 22941, 21418, 21419, 20401, 20402, 20403, 20404, 21426, 20406, 20407, 20924, 19906, 19907, 19908, 19909, 19911, 19914, 19915, 19917, 21461, 21464, 20445, 19936, 20450, 19940, 20458, 22508, 20462, 20463, 20464, 20466, 20472}"
7730,"{8711, 8212, 8213, 8214, 6694, 6698, 7730, 8755, 6714, 8250, 6210, 6746, 8289, 9323, 9325, 9326, 8820, 9332, 8333, 8334, 9360, 6801, 9395, 6837, 7873, 6850, 7881, 6354, 5853, 7390, 6370, 9445, 6888, 8189, 8443, 8958, 6913, 8450, 6918, 6945, 9528, 6972, 7489, 6993, 7519, 9058, 7541, 9598, 7551, 9603, 8077, 6542, 8078, 9107, 9619, 7577, 7579, 9117, 7582, 7587, 9638, 6070, 7098, 9658, 7107, 9673, 9680, 9683, 6102, 9690, 7648, 9698, 8163, 8168, 8681, 8172, 7149, 9197, 8701, 9215}"
18182,"{18306, 18307, 18180, 18182, 18312, 18704, 18578, 18679, 18460, 18464, 18338, 18469, 18597, 18727, 18600, 18219, 18351, 18737, 18610, 18228, 18101, 18102, 18740, 18107, 18121, 18762, 18255, 18524, 18657, 18541, 18286, 18673, 18290, 18291, 18421, 18678, 18551, 18680, 18175}"
18177,"{18177, 18186, 18571, 18189, 18190, 18200, 18341, 18216, 18218, 18731, 18221, 18226, 18358, 18617, 18750, 18372, 18758, 18759, 18258, 18515, 18137, 18399, 18665, 18666, 18547, 18164, 18422, 18684}"
8549,"{6403, 8581, 9224, 8585, 8586, 9225, 8591, 9105, 9620, 6040, 9114, 7580, 7069, 7070, 9372, 6818, 6819, 6947, 6821, 9471, 6823, 6951, 5801, 6314, 7079, 7468, 7469, 9001, 9003, 9136, 9640, 9650, 9139, 9140, 9656, 9662, 6209, 9666, 7365, 9287, 9672, 9290, 8401, 9426, 8276, 8788, 8789, 9303, 9306, 8439, 9051, 9437, 9691, 8440, 9185, 9636, 8548, 6117, 7526, 8549, 8568, 7785, 8041, 8806, 9191, 6511, 6514, 6515, 8050, 8181, 7542, 7543, 7544, 8572, 8063}"
19682,"{18176, 18179, 18310, 18184, 18185, 18703, 18451, 18332, 18205, 18462, 18719, 18466, 18467, 18722, 18217, 18349, 18741, 18232, 18104, 18233, 18106, 18235, 18234, 18761, 18379, 18764, 18770, 18271, 18656, 18659, 18660, 18277, 18799, 18801}"
18324,"{19968, 20480, 22022, 22024, 22025, 22028, 22544, 22546, 22046, 22049, 22568, 21547, 22575, 21559, 22595, 21075, 20585, 20609, 20610, 21635, 21638, 20103, 20109, 20622, 21645, 22672, 22673, 21650, 21652, 21654, 20639, 21671, 21673, 21681, 21682, 21683, 19642, 21715, 21718, 21723, 22752, 22763, 19693, 19702, 19726, 19746, 22306, 21836, 21337, 22873, 21339, 22364, 21346, 21349, 21350, 20327, 21352, 20330, 20334, 21874, 21883, 22435, 22438, 21417, 19882, 21422, 21423, 21429, 22455, 22456, 19386, 21946, 21948, 21952, 21953, 21442, 22485, 22486, 20439, 19927, 22489, 19933, 20465, 20475}"
19844,"{18308, 18317, 18195, 18583, 18584, 18206, 18336, 18337, 18352, 18229, 18108, 18497, 18626, 18250, 18151, 18288, 18546, 18297, 18683}"
8832,"{9220, 7431, 9607, 9611, 9103, 6416, 9362, 9110, 6679, 6168, 7321, 8088, 8219, 6685, 7326, 8096, 6820, 5797, 5798, 9382, 7337, 9644, 7981, 6830, 9012, 9655, 8632, 6970, 7415, 8892, 9661, 6336, 6976, 6979, 7363, 9667, 8263, 6345, 9674, 6731, 7756, 8055, 5840, 7504, 7761, 6996, 9048, 8538, 7516, 8159, 9441, 8162, 9317, 7910, 8038, 8039, 7788, 8428, 8047, 8048, 7793, 7925, 6390, 7031, 7931, 9086}"
29496,"{30343, 28043, 28300, 29196, 29707, 30094, 29456, 30583, 29714, 30098, 30356, 30357, 30740, 30871, 30744, 28825, 28826, 30235, 29212, 29981, 30110, 31513, 28064, 32798, 32802, 28198, 29478, 29480, 28201, 28714, 28715, 32811, 28847, 31536, 32432, 28595, 31796, 31541, 31542, 32952, 28475, 29372, 28349, 32959, 28354, 31172, 30021, 32966, 29127, 29384, 29385, 32712, 32714, 32979, 32658, 29400, 30044, 30301, 32532, 32605, 32659, 32735, 29156, 29924, 30054, 30309, 31208, 32916, 32764, 33004, 30065, 31218, 32498, 29815, 28664, 32252}"
