ID,azure,aqua,orange,beige,green,antiquewhite,bisque,blue,pink,blanchedalmond,black
9325,0,0,0.02778,0,0.18056,1,0,0.22222,0.22222,0,0
21859,0,0,0.01587,0,0.07937,1,0,0.19048,0.04762,0,0
21341,0,0,0,0,0.15385,1,0,0.26923,0.07692,0,0
14157,0,0.13725,0.01961,0.05882,0.11765,1,0.05882,0.15686,0.13725,0.05882,0
20527,0,0,0,0,0.10714,1,0,0.16071,0.05357,0,0
22838,0,0,0,0,0.1,1,0,0.225,0.05,0,0
8063,0,0,0,0,0.1875,1,0,0.10938,0.14062,0,0
21444,0,0,0,0,0.14815,1,0,0.44444,0,0,0
22548,0,0,0,0,0.07143,1,0,0.14286,0,0,0
22060,0,0,0,0,0.175,1,0,0.425,0.075,0,0
19675,0,0,0,0,0.16,1,0,0.52,0.04,0,0
11958,0,0.11364,0.02273,0.04545,0.06818,1,0.09091,0.20455,0.18182,0,0
19683,0,0,0,0,0.08,1,0,0.44,0.08,0,0
31796,0,0.01818,0,0.03636,0.10909,1,0,0.14545,0.05455,0.01818,0
9220,0,0,0.04348,0,0.1087,1,0,0.13043,0.17391,0.02174,0
21639,0,0,0,0,0.17778,1,0,0.35556,0,0,0
9424,0,0,0,0,0.125,1,0,0.125,0.125,0,0
20100,0,0,0,0,0.05882,1,0,0.14706,0,0,0
29559,0,0.025,0.05,0.05,0.075,1,0,0.125,0.075,0,0
32106,0,0.02778,0.02778,0.05556,0.13889,1,0,0.16667,0.33333,0.02778,0
29099,0,0.02041,0,0.02041,0.04082,1,0,0.12245,0.10204,0,0
28125,0.02128,0.02128,0.04255,0.02128,0.08511,1,0,0.14894,0.19149,0.02128,0
19933,0,0,0,0,0.05085,1,0,0.23729,0,0,0
6552,0,0,0,0,0.22857,1,0,0.28571,0.37143,0,0
14085,0,0.09375,0.03125,0.0625,0.15625,1,0.15625,0.125,0.125,0,0
21386,0,0,0,0,0.07042,1,0,0.22535,0,0,0
12580,0,0.03333,0.03333,0.06667,0.16667,1,0.1,0.06667,0.16667,0,0
29752,0,0.04348,0,0.04348,0.06522,1,0,0.19565,0.15217,0,0
9116,0,0,0,0,0.19444,1,0,0.25,0.19444,0,0
20122,0,0,0,0,0.26087,1,0,0.52174,0.04348,0,0
7466,0,0,0,0,0.18367,1,0,0.2449,0.2449,0.02041,0
20485,0,0,0,0,0.08108,1,0,0.27027,0,0,0
15600,0,0.08696,0,0.08696,0.26087,1,0.17391,0.26087,0.30435,0.04348,0
7782,0,0,0,0,0.04167,1,0,0.08333,0.16667,0.02083,0
10421,0,0.0303,0,0.09091,0.18182,1,0.09091,0.18182,0.27273,0,0
8694,0,0,0,0,0.33333,1,0,0.46667,0.46667,0,0
22599,0,0,0,0,0.02778,1,0,0.27778,0,0,0
31601,0.075,0,0,0,0.1,1,0,0.175,0.175,0,0
22620,0,0,0,0,0.18,1,0,0.18,0.06,0,0
20054,0,0,0,0,0.14286,1,0,0.60714,0.03571,0,0
9142,0,0,0,0,0.07317,1,0,0.02439,0.07317,0,0
20477,0,0,0,0,0.05128,1,0,0.15385,0,0,0
5704,0,0,0,0,0.17949,1,0,0.30769,0.28205,0,0
8343,0,0,0,0,0.09804,1,0,0.15686,0.07843,0,0
8703,0,0,0,0,0.32353,1,0,0.20588,0.29412,0,0
8397,0,0,0,0,0.44444,1,0,0.72222,0.61111,0,0
13438,0,0.06977,0,0.09302,0.18605,1,0.09302,0.2093,0.18605,0,0
21738,0,0,0,0,0.13889,1,0,0.44444,0,0,0
4911,0,0,0,0,0.18519,1,0,0.18519,0.22222,0.03704,0
14291,0,0.14286,0.10204,0.08163,0.18367,1,0.16327,0.14286,0.12245,0.04082,0
32742,0,0.02,0,0.04,0.08,1,0,0.14,0.16,0,0
22606,0,0,0,0,0.09375,1,0,0.4375,0.15625,0,0
13136,0,0.08824,0,0.08824,0.17647,1,0.11765,0.17647,0.20588,0,0
9383,0,0,0,0,0.18182,1,0,0.20455,0.25,0.02273,0
12270,0,0.05882,0.02941,0.05882,0.11765,1,0.14706,0.11765,0.17647,0.02941,0
19813,0,0,0,0,0.13043,1,0,0.26087,0,0,0
6460,0,0,0,0,0.19565,1,0,0.28261,0.19565,0,0
25142,0,0.125,0.08333,0.29167,0.54167,1,0.125,0,0.66667,0.33333,0
399,0.01923,0.42308,0,0.05769,0,1,0,0,0.21154,0,0
8459,0,0,0,0,0.13889,1,0,0.19444,0.19444,0,0
13450,0,0.09375,0.03125,0.09375,0.15625,1,0.03125,0.125,0.21875,0.03125,0
16226,0,0.1875,0.125,0.25,0.5,1,0.9375,0.25,0.75,0,0
31664,0,0.02381,0.02381,0.07143,0.16667,1,0,0.35714,0.19048,0,0
5191,0,0,0,0,0.18919,1,0,0.24324,0.13514,0,0
21561,0,0,0,0,0.04762,1,0,0.2619,0.04762,0,0
6956,0,0,0,0,0.19608,1,0,0.19608,0.11765,0,0
19998,0,0,0,0,0.11111,1,0,0.22222,0,0,0
1500,0,0.18421,0.21053,0,0.07895,1,0,0,0,0,0.10526
13261,0,0.02857,0,0.17143,0.17143,1,0.11429,0.14286,0.2,0.02857,0
6925,0,0,0,0,0.34211,1,0,0.21053,0.28947,0,0
8183,0,0,0,0,0.2,1,0,0.36,0.24,0.04,0
8860,0,0,0,0,0.10448,1,0,0.13433,0.16418,0,0
