ID,azure,aqua,orange,beige,green,antiquewhite,bisque,blue,pink,blanchedalmond,black
3633,0,0,2,0,13,76,0,15,16,0,0
21859,0,0,1,0,10,87,0,21,5,0,0
21341,0,0,1,0,6,46,0,11,3,0,0
14157,0,7,1,3,6,54,3,9,8,3,0
20527,0,0,0,0,6,64,0,15,5,0,0
22838,0,0,0,0,4,49,0,11,2,0,0
8063,0,0,0,0,15,67,0,10,11,0,0
21444,0,0,0,0,7,34,0,15,0,0,0
22548,0,0,0,0,4,47,0,7,0,0,0
22060,0,0,0,0,9,50,0,22,6,0,0
19675,0,0,0,0,6,34,0,18,2,0,0
14314,0,6,1,3,6,47,5,11,10,0,0
19683,0,0,0,0,6,37,0,17,3,0,0
31796,0,2,0,3,6,58,0,11,7,1,0
9220,0,0,2,0,7,49,0,10,9,1,0
21639,0,0,0,0,8,51,0,18,0,0,0
9424,0,0,0,0,8,46,0,7,7,0,0
20100,0,0,0,0,4,47,0,7,0,0,0
30037,0,1,2,2,6,47,0,5,5,0,0
28654,0,1,1,2,5,37,0,6,12,1,0
29099,0,1,0,1,4,54,0,8,7,0,0
28125,1,1,2,1,4,49,0,9,10,1,0
19933,0,0,0,0,6,88,0,18,0,0,0
6552,0,0,0,0,12,46,0,12,15,0,0
14085,0,3,1,2,6,32,6,5,4,0,0
21386,0,0,0,0,5,76,0,19,0,0,0
12580,0,1,1,3,7,34,3,2,6,0,0
29752,0,2,0,3,5,55,0,11,10,0,0
9116,0,0,0,0,8,38,0,10,8,0,0
20122,0,0,0,0,9,41,0,18,1,0,0
7466,0,0,0,0,11,58,0,15,15,1,0
20485,0,0,0,0,4,45,0,15,0,0,0
15600,0,1,1,2,6,23,5,6,7,1,0
7782,0,0,0,0,4,56,0,6,11,1,0
14560,0,1,0,4,9,41,4,8,13,0,0
8694,0,0,0,0,14,36,0,19,18,0,0
22599,0,0,0,0,2,56,0,16,0,0,0
29438,3,0,0,1,5,45,0,8,9,0,0
22620,0,0,0,0,12,72,0,13,3,0,0
20054,0,0,0,0,4,39,0,23,1,0,0
9142,0,0,0,0,7,56,0,6,7,0,0
20477,0,0,0,0,2,52,0,11,0,0,0
9546,0,0,0,0,10,60,0,16,14,0,0
8343,0,0,0,0,8,61,0,11,8,0,0
8703,0,0,0,0,16,44,0,11,13,0,0
8397,0,0,0,0,10,20,0,15,13,0,0
13438,0,3,0,6,11,48,4,11,9,0,0
21738,0,0,0,0,5,47,0,22,0,0,0
9344,0,0,0,0,8,34,0,8,8,1,0
14291,0,8,5,4,11,52,9,9,8,2,0
32742,0,1,0,2,5,60,0,9,9,0,0
22606,0,0,0,0,6,46,0,20,7,0,0
13136,0,4,0,4,5,33,6,8,8,0,0
9383,0,0,0,0,11,57,0,13,14,2,0
12270,0,3,1,2,6,35,5,6,7,1,0
19813,0,0,0,0,6,34,0,7,0,0,0
6460,0,0,0,0,11,57,0,15,12,0,0
25142,0,3,2,12,18,44,5,0,26,12,0
317,1,23,0,4,0,54,0,0,13,0,0
8459,0,0,0,0,7,46,0,12,10,0,0
13450,0,5,1,4,7,37,4,8,10,1,0
16226,0,3,2,4,10,17,14,4,14,0,0
31664,0,1,1,3,7,48,0,17,12,0,0
9315,0,0,0,0,9,45,0,11,7,0,0
21561,0,0,0,0,2,48,0,13,2,0,0
6956,0,0,0,0,13,61,0,14,12,0,0
19998,0,0,0,0,7,50,0,13,1,0,0
1839,0,9,9,0,4,53,0,0,0,0,6
13261,0,1,0,6,6,36,4,6,7,1,0
6925,0,0,0,0,14,43,0,11,13,0,0
8183,0,0,0,0,7,28,0,13,8,1,0
8860,0,0,0,0,8,71,0,9,12,0,0
28679,3,2,0,1,8,62,0,14,15,1,0
7584,0,0,0,0,9,57,0,15,10,0,0
6872,0,0,0,0,8,38,0,10,13,0,0
20354,0,0,0,0,3,33,0,14,0,0,0
1070,2,14,0,5,0,52,0,0,4,0,0
28600,0,0,0,0,1,66,0,0,4,0,0
30873,0,0,3,5,9,70,0,14,7,0,0
7402,0,0,0,0,10,48,0,12,10,1,0
8868,0,0,0,0,11,51,0,10,18,1,0
8977,0,0,0,0,9,40,0,9,11,0,0
18096,11,9,0,0,0,49,0,0,2,0,0
25886,0,1,0,9,7,41,0,0,10,11,0
2058,0,7,4,0,1,52,0,0,0,0,4
26014,0,2,0,10,8,62,8,0,12,10,0
20648,0,0,0,0,1,49,0,6,0,0,0
29202,0,1,1,1,6,41,0,13,11,0,0
28967,0,0,0,3,4,51,0,6,3,0,0
7729,0,0,0,0,14,55,0,13,18,1,0
