ID,azure,aqua,orange,beige,green,antiquewhite,bisque,blue,pink,blanchedalmond,black
9325,0,0,2,0,13,72,0,16,16,0,0
21859,0,0,1,0,5,63,0,12,3,0,0
21341,0,0,0,0,4,26,0,7,2,0,0
14157,0,7,1,3,6,51,3,8,7,3,0
20527,0,0,0,0,6,56,0,9,3,0,0
22838,0,0,0,0,4,40,0,9,2,0,0
8063,0,0,0,0,12,64,0,7,9,0,0
21444,0,0,0,0,4,27,0,12,0,0,0
22548,0,0,0,0,3,42,0,6,0,0,0
22060,0,0,0,0,7,40,0,17,3,0,0
19675,0,0,0,0,4,25,0,13,1,0,0
11958,0,5,1,2,3,44,4,9,8,0,0
19683,0,0,0,0,2,25,0,11,2,0,0
31796,0,1,0,2,6,55,0,8,3,1,0
9220,0,0,2,0,5,46,0,6,8,1,0
21639,0,0,0,0,8,45,0,16,0,0,0
9424,0,0,0,0,5,40,0,5,5,0,0
20100,0,0,0,0,2,34,0,5,0,0,0
29559,0,1,2,2,3,40,0,5,3,0,0
32106,0,1,1,2,5,36,0,6,12,1,0
29099,0,1,0,1,2,49,0,6,5,0,0
28125,1,1,2,1,4,47,0,7,9,1,0
19933,0,0,0,0,3,59,0,14,0,0,0
6552,0,0,0,0,8,35,0,10,13,0,0
14085,0,3,1,2,5,32,5,4,4,0,0
21386,0,0,0,0,5,71,0,16,0,0,0
12580,0,1,1,2,5,30,3,2,5,0,0
29752,0,2,0,2,3,46,0,9,7,0,0
9116,0,0,0,0,7,36,0,9,7,0,0
20122,0,0,0,0,6,23,0,12,1,0,0
7466,0,0,0,0,9,49,0,12,12,1,0
20485,0,0,0,0,3,37,0,10,0,0,0
15600,0,2,0,2,6,23,4,6,7,1,0
7782,0,0,0,0,2,48,0,4,8,1,0
10421,0,1,0,3,6,33,3,6,9,0,0
8694,0,0,0,0,10,30,0,14,14,0,0
22599,0,0,0,0,1,36,0,10,0,0,0
31601,3,0,0,0,4,40,0,7,7,0,0
22620,0,0,0,0,9,50,0,9,3,0,0
20054,0,0,0,0,4,28,0,17,1,0,0
9142,0,0,0,0,3,41,0,1,3,0,0
20477,0,0,0,0,2,39,0,6,0,0,0
5704,0,0,0,0,7,39,0,12,11,0,0
8343,0,0,0,0,5,51,0,8,4,0,0
8703,0,0,0,0,11,34,0,7,10,0,0
8397,0,0,0,0,8,18,0,13,11,0,0
13438,0,3,0,4,8,43,4,9,8,0,0
21738,0,0,0,0,5,36,0,16,0,0,0
4911,0,0,0,0,5,27,0,5,6,1,0
14291,0,7,5,4,9,49,8,7,6,2,0
32742,0,1,0,2,4,50,0,7,8,0,0
22606,0,0,0,0,3,32,0,14,5,0,0
13136,0,3,0,3,6,34,4,6,7,0,0
9383,0,0,0,0,8,44,0,9,11,1,0
12270,0,2,1,2,4,34,5,4,6,1,0
19813,0,0,0,0,3,23,0,6,0,0,0
6460,0,0,0,0,9,46,0,13,9,0,0
25142,0,3,2,7,13,24,3,0,16,8,0
399,1,22,0,3,0,52,0,0,11,0,0
8459,0,0,0,0,5,36,0,7,7,0,0
13450,0,3,1,3,5,32,1,4,7,1,0
16226,0,3,2,4,8,16,15,4,12,0,0
31664,0,1,1,3,7,42,0,15,8,0,0
