ID,azure,aqua,orange,beige,green,antiquewhite,bisque,blue,pink,blanchedalmond,black
9325,0,0,0,0,0.16923,1,0,0.23077,0.23077,0,0
21859,0,0,0,0,0.02564,1,0,0.10256,0.07692,0,0
21341,0,0,0,0,0.10714,1,0,0.39286,0.07143,0,0
14157,0,0.10417,0.02083,0.02083,0.10417,1,0.0625,0.14583,0.125,0.02083,0
20527,0,0,0,0,0.09091,1,0,0.24242,0.07576,0,0
22838,0,0,0,0,0.08511,1,0,0.23404,0.04255,0,0
8063,0,0,0,0,0.23188,1,0,0.14493,0.15942,0,0
21444,0,0,0,0,0.20588,1,0,0.44118,0,0,0
22548,0,0,0,0,0.0678,1,0,0.15254,0,0,0
21328,0,0,0,0,0.2,1,0,0.42222,0.13333,0,0
21326,0,0,0,0,0.19048,1,0,0.52381,0.04762,0,0
11785,0,0.1,0,0.05,0.075,1,0.075,0.15,0.175,0,0
21269,0,0,0,0,0.15385,1,0,0.4359,0.07692,0,0
29604,0,0.04,0,0.04,0.08,1,0,0.2,0.08,0,0
9220,0,0,0,0,0.14815,1,0,0.18519,0.18519,0.03704,0
21639,0,0,0,0,0.18605,1,0,0.34884,0,0,0
3870,0,0,0,0,0.21277,1,0,0.17021,0.19149,0,0
20100,0,0,0,0,0.08696,1,0,0.15217,0,0,0
30817,0,0.05556,0.05556,0.11111,0.05556,1,0,0.16667,0.05556,0,0
30814,0,0.0625,0.0625,0.125,0.125,1,0,0.125,0.375,0,0
29575,0,0.01695,0,0.01695,0.05085,1,0,0.11864,0.15254,0,0
30824,0,0,0.06897,0.03448,0.10345,1,0,0.10345,0.13793,0.03448,0
18845,0,0,0,0,0.06452,1,0,0.2043,0,0,0
5385,0,0,0,0,0.26087,1,0,0.26087,0.30435,0,0
13548,0,0.0625,0.03125,0.0625,0.15625,1,0.125,0.125,0.15625,0,0
18805,0,0,0,0,0.06667,1,0,0.24444,0,0,0
13549,0,0.06667,0.03333,0.06667,0.2,1,0.06667,0.03333,0.13333,0,0
29613,0,0.04082,0,0.04082,0.06122,1,0,0.18367,0.20408,0,0
5424,0,0,0,0,0.19048,1,0,0.2381,0.19048,0,0
18930,0,0,0,0,0.2,1,0,0.42222,0.02222,0,0
8852,0,0,0,0,0.18519,1,0,0.24074,0.24074,0.01852,0
18942,0,0,0,0,0.09756,1,0,0.31707,0,0,0
15370,0,0.07143,0.03571,0.07143,0.28571,1,0.25,0.25,0.35714,0.03571,0
8844,0,0,0,0,0.10526,1,0,0.10526,0.17544,0.01754,0
11992,0,0.02941,0,0.08824,0.17647,1,0.08824,0.17647,0.23529,0,0
5407,0,0,0,0,0.44444,1,0,0.55556,0.55556,0,0
18877,0,0,0,0,0.03571,1,0,0.32143,0,0,0
31601,0.05882,0,0,0.05882,0.05882,1,0,0.29412,0.29412,0,0
18982,0,0,0,0,0.14103,1,0,0.17949,0.05128,0,0
19027,0,0,0,0,0.10256,1,0,0.61538,0.02564,0,0
5494,0,0,0,0,0.10909,1,0,0.12727,0.12727,0,0
18844,0,0,0,0,0.04762,1,0,0.21429,0,0,0
5704,0,0,0,0,0.16393,1,0,0.2623,0.2459,0,0
5667,0,0,0,0,0.12069,1,0,0.17241,0.10345,0,0
4881,0,0,0,0,0.3125,1,0,0.25,0.29167,0,0
5305,0,0,0,0,0.45,1,0,0.65,0.6,0,0
11230,0,0.04878,0,0.09756,0.19512,1,0.07317,0.17073,0.14634,0,0
18856,0,0,0,0,0.10417,1,0,0.47917,0,0,0
8840,0,0,0,0,0.27273,1,0,0.33333,0.30303,0.0303,0
11611,0,0.13158,0.07895,0.05263,0.18421,1,0.15789,0.18421,0.15789,0.02632,0
27645,0,0.02174,0,0.04348,0.13043,1,0,0.15217,0.15217,0,0
19083,0,0,0,0,0.10638,1,0,0.42553,0.14894,0,0
11556,0,0.14286,0,0.11429,0.17143,1,0.2,0.22857,0.22857,0,0
8851,0,0,0,0,0.1875,1,0,0.22917,0.27083,0.02083,0
13562,0,0.0625,0.03125,0.03125,0.15625,1,0.125,0.125,0.125,0.03125,0
18812,0,0,0,0,0.15385,1,0,0.34615,0,0,0
5503,0,0,0,0,0.19298,1,0,0.26316,0.21053,0,0
24829,0,0.1,0.05,0.3,0.55,1,0.1,0,0.8,0.25,0
317,0,0.625,0,0.08333,0,1,0,0,0.33333,0,0
5662,0,0,0,0,0.21277,1,0,0.2766,0.23404,0,0
13546,0,0.125,0.03125,0.09375,0.15625,1,0.09375,0.1875,0.25,0.03125,0
15793,0,0.21429,0.14286,0.21429,0.5,1,0.85714,0.14286,0.71429,0,0
27915,0,0.03125,0,0.03125,0.15625,1,0,0.40625,0.25,0,0
5191,0,0,0,0,0.2,1,0,0.275,0.175,0,0
18923,0,0,0,0,0.06977,1,0,0.27907,0.04651,0,0
5625,0,0,0,0,0.17544,1,0,0.22807,0.19298,0,0
18935,0,0,0,0,0.11864,1,0,0.27119,0.01695,0,0
1500,0,0.25,0.125,0,0.125,1,0,0,0,0,0.0625
11830,0,0.03571,0,0.10714,0.14286,1,0.14286,0.17857,0.14286,0.03571,0
5024,0,0,0,0,0.37209,1,0,0.30233,0.32558,0,0
5292,0,0,0,0,0.20833,1,0,0.41667,0.25,0,0
5533,0,0,0,0,0.08434,1,0,0.14458,0.15663,0,0
31606,0.04167,0.02083,0,0.02083,0.08333,1,0,0.20833,0.20833,0.02083,0
5590,0,0,0,0,0.15517,1,0,0.25862,0.15517,0,0
5415,0,0,0,0,0.21053,1,0,0.26316,0.34211,0,0
18882,0,0,0,0,0.11429,1,0,0.31429,0,0,0
559,0.02632,0.28947,0,0.07895,0,1,0,0,0.10526,0,0
27917,0,0,0,0,0.01176,1,0,0.01176,0.07059,0,0
30820,0,0,0.04762,0.09524,0.14286,1,0,0.2381,0.11905,0,0
8837,0,0,0,0,0.19512,1,0,0.29268,0.19512,0.02439,0
8847,0,0,0,0,0.2,1,0,0.18,0.36,0.02,0
4895,0,0,0,0,0.225,1,0,0.225,0.275,0,0
17021,0.2037,0.18519,0,0,0,1,0,0,0.03704,0,0
26081,0,0.02564,0,0.17949,0.17949,1,0,0,0.25641,0.25641,0
1516,0,0.09524,0.09524,0,0,1,0,0,0,0,0.04762
26096,0,0.03333,0,0.15,0.11667,1,0.1,0,0.18333,0.11667,0
18809,0,0,0,0,0.02128,1,0,0.10638,0,0,0
29673,0,0.05556,0.05556,0,0.11111,1,0,0.33333,0.22222,0,0
29552,0,0,0,0.06383,0.06383,1,0,0.08511,0.06383,0,0
8848,0,0,0,0,0.2439,1,0,0.19512,0.29268,0.02439,0
27619,0,0,0,0,0.04959,1,0,0.05785,0.05785,0,0
18906,0,0,0,0,0.12963,1,0,0.38889,0.12963,0,0
27660,0,0,0,0,0.1,1,0,0.2,0.2,0,0
11798,0,0.06977,0,0.02326,0.11628,1,0.09302,0.13953,0.09302,0.02326,0
5687,0,0,0,0,0.23333,1,0,0.4,0.4,0,0
29646,0,0.0303,0.06061,0.06061,0.15152,1,0,0.21212,0.18182,0.0303,0
1507,0,0.03704,0,0,0.03704,1,0,0,0,0,0.03704
27757,0,0,0,0.04348,0.17391,1,0,0.26087,0.26087,0,0
11443,0,0,0,0.05882,0.17647,1,0.11765,0.17647,0.17647,0.05882,0
5440,0,0,0,0,0.4375,1,0,0.8125,0.5,0,0
18965,0,0,0,0,0.16071,1,0,0.32143,0.05357,0,0
18961,0,0,0,0,0.06452,1,0,0.45161,0,0,0
4926,0,0,0,0,0.21277,1,0,0.21277,0.21277,0,0
15394,0,0.11111,0,0.11111,0.27778,1,0.5,0.27778,0.33333,0.16667,0
11843,0,0.08,0,0.24,0.4,1,0.24,0.32,0.48,0,0
27980,0,0.11905,0,0.02381,0.11905,1,0,0.2381,0.21429,0,0
25928,0,0.04878,0,0.07317,0.07317,1,0.07317,0,0.17073,0.09756,0
11737,0,0.23529,0,0.11765,0.29412,1,0.11765,0.17647,0.23529,0,0
25113,0,0.03704,0.01852,0.2037,0.22222,1,0.16667,0,0.37037,0.2037,0
5124,0,0,0,0,0.28,1,0,0.28,0.2,0,0
11710,0,0.05263,0,0.15789,0.31579,1,0.21053,0.21053,0.36842,0.05263,0
5285,0,0,0,0,0.35484,1,0,0.35484,0.29032,0,0
11840,0,0.04167,0,0.08333,0.08333,1,0.08333,0.125,0.08333,0.04167,0
1606,0,0.09524,0.09524,0,0.09524,1,0,0,0,0,0.09524
11673,0,0.1,0.125,0.125,0.175,1,0.15,0.175,0.225,0.025,0
4880,0,0,0,0,0.35714,1,0,0.25,0.39286,0,0
4948,0,0,0,0,0.28205,1,0,0.33333,0.38462,0,0
1608,0,0.05714,0.11429,0,0.02857,1,0,0,0,0,0.25714
24077,0,0,0,0.3871,0.29032,1,0.22581,0,0.54839,0.22581,0
1559,0,0.04167,0.04167,0,0.04167,1,0,0,0,0,0.25
18833,0,0,0,0,0.06977,1,0,0.23256,0,0,0
27875,0,0,0,0.03846,0.11538,1,0,0.30769,0.11538,0,0
11692,0,0.07692,0,0,0.23077,1,0.15385,0.15385,0.15385,0,0
1560,0,0.09091,0.18182,0,0,1,0,0,0,0,0.18182
18989,0,0,0,0,0.09211,1,0,0,0,0,0
15429,0,0.06667,0.03333,0.1,0.23333,1,0.2,0.26667,0.26667,0.03333,0
11721,0,0.25,0.03571,0.14286,0.14286,1,0.21429,0.21429,0.25,0.07143,0
11809,0,0.08621,0,0.05172,0.12069,1,0.10345,0.01724,0.10345,0,0
5263,0,0,0,0,0.38235,1,0,0.38235,0.38235,0,0
27841,0,0.02273,0.02273,0.09091,0.15909,1,0,0.20455,0.29545,0,0
11813,0,0.24138,0.13793,0.17241,0.27586,1,0.13793,0.2069,0.27586,0.03448,0
5174,0,0,0,0,0.17021,1,0,0.17021,0.21277,0,0
5339,0,0,0,0,0.18519,1,0,0.18519,0.33333,0,0
29658,0,0.06667,0,0.06667,0.06667,1,0,0.06667,0,0,0
29631,0,0.05051,0,0,0,1,0,0.0404,0,0,0
19068,0,0,0,0,0.06977,1,0,0.30233,0,0,0
11767,0,0.04545,0,0.04545,0.09091,1,0.09091,0.09091,0.09091,0.04545,0
11916,0,0.22222,0,0.22222,0.44444,1,0.27778,0.61111,0.33333,0,0
18993,0,0,0,0,0.1,1,0,0.00833,0,0,0
5108,0,0,0,0,0.2381,1,0,0.30952,0.30952,0.02381,0
584,0.02439,0.21951,0,0.02439,0,1,0,0,0.09756,0,0
5481,0,0,0,0,0.225,1,0,0.2125,0.2,0,0
30831,0,0,0.07407,0.03704,0.07407,1,0,0.18519,0.22222,0,0
4380,0,0,0,0,0.2439,1,0,0.36585,0.31707,0,0
27562,0,0.08955,0,0,0.02985,1,0,0.0597,0,0,0
4119,0,0,0,0,0.5,1,0,0.5,0.39286,0,0
27729,0,0,0,0.04545,0.04545,1,0,0.04545,0.09091,0,0
4711,0,0,0,0,0.08889,1,0,0.15556,0.15556,0,0
18509,0,0,0,0,0.11628,1,0,0.19767,0,0,0
24076,0,0,0.06061,0.30303,0.18182,1,0.15152,0,0.42424,0.15152,0
578,0.08772,0.29825,0.03509,0.05263,0,1,0,0,0.14035,0,0
27306,0,0,0,0,0.04225,1,0,0.01408,0.12676,0,0
19036,0,0,0,0,0.06757,1,0,0,0,0,0
11589,0,0.08333,0,0.08333,0.25,1,0.20833,0.25,0.29167,0,0
11746,0,0.1,0,0.2,0.5,1,0.3,0.2,0.7,0,0
18376,0,0,0,0,0.07143,1,0,0.39286,0.17857,0,0
11779,0,0.08696,0.17391,0.17391,0.17391,1,0.13043,0.08696,0.26087,0,0
27113,0,0,0,0,0.25,1,0,0.625,0.5,0,0
4676,0,0,0,0,0.34375,1,0,0.1875,0.34375,0,0
4216,0,0,0,0,0.42424,1,0,0.48485,0.48485,0,0
4047,0,0,0,0,0.21429,1,0,0.2619,0.33333,0,0
8849,0,0,0,0,0.14706,1,0,0.23529,0.26471,0.02941,0
27392,0,0,0,0,0.03077,1,0,0.04615,0.04615,0,0
29640,0,0.04167,0,0.04167,0.20833,1,0,0.375,0.20833,0,0
29639,0,0.02381,0,0.07143,0.09524,1,0,0.19048,0.14286,0,0
11639,0,0.33333,0.2,0.13333,0.33333,1,0.2,0.2,0.4,0.06667,0
18272,0,0,0,0,0.15,1,0,0.275,0.025,0,0
4427,0,0,0,0,0.10448,1,0,0.10448,0.14925,0,0
24118,0,0,0.02273,0.31818,0.15909,1,0.09091,0,0.22727,0.25,0
4152,0,0,0,0,0.25641,1,0,0.28205,0.30769,0,0
4434,0,0,0,0,0.24242,1,0,0.30303,0.27273,0,0
31596,0.04167,0.0625,0,0.02083,0.1875,1,0,0.20833,0.3125,0,0
3968,0,0,0,0,0.41935,1,0,0.51613,0.41935,0,0
16953,0.49091,0.34545,0,0,0,1,0,0,0.03636,0,0
27624,0,0,0,0.08,0.02,1,0,0.06,0.1,0,0
4285,0,0,0,0,0.2069,1,0,0.27586,0.31034,0,0
15427,0,0.20408,0,0,0.10204,1,0.16327,0,0.30612,0.14286,0
18695,0,0,0,0,0.28571,1,0,0.47619,0,0,0
18383,0,0,0,0,0.09302,1,0,0.23256,0,0,0
27642,0,0,0,0.03704,0.07407,1,0,0.18519,0.22222,0,0
15472,0,0.25,0,0.125,0.5,1,0.625,0.125,0.5,0,0
27813,0,0,0,0,0.03846,1,0,0.03846,0.07692,0,0
4456,0,0,0,0,0.25532,1,0,0.31915,0.23404,0,0
4336,0,0,0,0,0.27273,1,0,0.31818,0.31818,0,0
11836,0,0.16667,0,0.16667,0.41667,1,0.16667,0.58333,0.66667,0,0
4317,0,0,0,0,0.35714,1,0,0.25,0.17857,0,0
29623,0,0.05882,0,0.05882,0.29412,1,0,0.29412,0.05882,0,0
4611,0,0,0,0,0.28571,1,0,0.25,0.25,0,0
29633,0,0.06667,0,0.1,0.2,1,0,0.26667,0.3,0,0
23629,0,0,0,0.17647,0.05882,1,0,0,0.23529,0.23529,0
4701,0,0,0,0,0.17073,1,0,0.2439,0.2439,0,0
11811,0,0.11765,0,0.11765,0.23529,1,0.29412,0.23529,0.17647,0,0
29637,0,0.04545,0,0.04545,0.18182,1,0,0.27273,0.22727,0,0
31604,0.03571,0.03571,0,0.03571,0.10714,1,0,0.28571,0.21429,0,0
541,0.05556,0.08333,0,0.08333,0,1,0,0,0.08333,0,0
27496,0,0,0,0,0.02703,1,0,0.08108,0.18919,0,0
24107,0,0,0,0.09524,0.14286,1,0.04762,0,0.19048,0.14286,0
11782,0,0.15385,0,0.30769,0.61538,1,0.07692,0.61538,0.46154,0,0
27925,0,0,0,0,0.04706,1,0,0,0.15294,0,0
31597,0.09091,0,0,0,0.27273,1,0,0.27273,0.36364,0,0
11636,0,0.25806,0.03226,0.06452,0.32258,1,0.32258,0.25806,0.25806,0,0
11787,0,0.14286,0.07143,0.14286,0.28571,1,0.07143,0.21429,0.28571,0,0
4160,0,0,0,0,0.17778,1,0,0.2,0.17778,0,0
11791,0,0.05,0,0,0.125,1,0.075,0.1,0.2,0,0
565,0.07143,0.35714,0,0.14286,0,1,0,0,0.16667,0,0
4207,0,0,0,0,0.24138,1,0,0.31034,0.27586,0,0
1601,0,0.14286,0.10714,0,0,1,0,0,0,0,0.25
4328,0,0,0,0,0.18182,1,0,0.45455,0.54545,0,0
17038,0.18,0.12,0,0,0,1,0,0,0.04,0,0
4221,0,0,0,0,0.18182,1,0,0.18182,0.18182,0,0
29607,0,0.06667,0,0.13333,0.26667,1,0,0.46667,0.26667,0,0
11669,0,0.33333,0,0.16667,0.33333,1,0.33333,0.33333,0.33333,0,0
18407,0,0,0,0,0.07438,1,0,0.09917,0,0,0
16957,0.1,0.125,0,0,0,1,0.075,0,0.025,0,0
4714,0,0,0,0,0.23913,1,0,0.28261,0.30435,0,0
27252,0,0,0,0,0.03846,1,0,0.07692,0.15385,0,0
16950,0.09677,0.09677,0,0,0,1,0,0,0,0,0
29617,0,0.11111,0,0.03704,0.18519,1,0,0.25926,0.22222,0,0
11818,0,0.31034,0.03448,0.06897,0.17241,1,0.24138,0.17241,0.31034,0,0
11631,0,0.10714,0,0.07143,0.17857,1,0.07143,0.14286,0.35714,0.03571,0
15437,0,0.25,0,0.25,0.5,1,1,0.5,0.875,0,0
24124,0,0,0,0.34286,0.25714,1,0.2,0,0.37143,0.22857,0
24130,0,0.03333,0.03333,0.23333,0.4,1,0.2,0,0.46667,0.23333,0
4702,0,0,0,0,0.47826,1,0,0.34783,0.43478,0,0
11651,0,0.07143,0,0.07143,0.42857,1,0.35714,0.57143,0.42857,0,0
29651,0,0.09524,0,0,0.09524,1,0,0.14286,0.2381,0,0
14869,0,0.04167,0,0.08333,0.25,1,0.20833,0.125,0.33333,0.04167,0
27847,0,0,0,0.25,0.41667,1,0,0.33333,0.25,0,0
18368,0,0,0,0,0.09524,1,0,0.28571,0.02381,0,0
29589,0,0.04545,0.09091,0.09091,0.18182,1,0,0.36364,0.18182,0,0
27852,0,0,0,0.05263,0.02632,1,0,0.02632,0.02632,0,0
27118,0,0,0,0,0.02667,1,0,0.02667,0,0,0
3949,0,0,0,0,0.36364,1,0,0.40909,0.45455,0,0
27563,0,0,0,0,0.02083,1,0,0.02083,0.125,0,0
8845,0,0,0,0,0.33333,1,0,0.33333,0.44444,0.05556,0
4842,0,0,0,0,0.20588,1,0,0.23529,0.14706,0,0
4643,0,0,0,0,0.16667,1,0,0.25,0.20833,0,0
14908,0,0.02381,0.02381,0.14286,0.21429,1,0.2619,0,0.30952,0.02381,0
18520,0,0,0,0,0.075,1,0,0.2,0,0,0
27821,0,0,0,0.02326,0.16279,1,0,0.2093,0.25581,0,0
24073,0,0,0,0.40909,0.31818,1,0.72727,0.04545,0.77273,0.22727,0
29597,0,0.05,0,0,0.1,1,0,0.2,0.1,0,0
18392,0,0,0,0,0,1,0,0.48936,0.06383,0,0
27682,0,0,0,0.07143,0.14286,1,0,0.10714,0.17857,0,0
11689,0,0.19231,0,0.07692,0.15385,1,0.15385,0.11538,0.34615,0,0
29606,0,0.14286,0,0,0.32143,1,0,0.39286,0.35714,0,0
558,0.04,0.2,0,0.04,0,1,0,0,0.12,0,0
11632,0,0.27778,0.05556,0.22222,0.44444,1,0.11111,0.22222,0.38889,0.11111,0
11902,0,0.27778,0,0.22222,0.5,1,0.5,0.27778,0.27778,0,0
15393,0,0.02632,0.02632,0.15789,0.18421,1,0.18421,0.13158,0.23684,0.02632,0
18767,0,0,0,0,0.10811,1,0,0.32432,0,0,0
26092,0,0.02778,0,0.19444,0.19444,1,0.11111,0,0.11111,0.08333,0
